标题,小区,区域,售价,单价,户型,面积,朝向,装修,楼层,年份,建筑类型,详情页
正地铁口 恒大绿洲居家大三房 中间楼层户型好带砂子塘,恒大绿洲 ,武广新城,140,11009,3室2厅,127.18,南,精装,中楼层(共32层) ,,板塔结合,https://cs.lianjia.com/ershoufang/104113233195.html
房子户型周正 通透 采光好 ，精装修可以拎包入住,云栖谷 ,含浦,80,7340,4室2厅,109,南,精装,低楼层(共28层),2014年,塔楼,https://cs.lianjia.com/ershoufang/104111756630.html
省政府高品质小区 青园紫枫 小区自带幼儿园,欧洲城 ,德思勤,146,12368,3室2厅,118.05,南 北,毛坯,中楼层(共18层),2014年,板塔结合,https://cs.lianjia.com/ershoufang/104112292310.html
精装修 现代简约风 满五唯一 带暖气片,欧洲城 ,德思勤,142,10754,3室2厅,132.05,南 北,精装,中楼层(共18层),2014年,板楼,https://cs.lianjia.com/ershoufang/104113454533.html
采光好，近地铁口，拎包入住，业主诚心出售,长沙恒大城 ,万家丽南路,85,10418,2室2厅,81.59,南,精装,低楼层(共18层) ,,板塔结合,https://cs.lianjia.com/ershoufang/104112801255.html
7号线地铁口，天虹商城，总价不高,中海珑悦府 ,德思勤,23,6249,1室1厅,36.81,北,毛坯,中楼层(共22层) ,,板塔结合,https://cs.lianjia.com/ershoufang/104112663604.html
此房视野好，中高楼层，采光充足，业主诚心出售。,五矿万境水岸五期 ,喜盈门,116,13208,2室2厅,87.83,南,其他,高楼层(共29层) ,,板塔结合,https://cs.lianjia.com/ershoufang/104112910294.html
满五唯一 省个税，首付低，南北对流通风好，户型周正,天凯东苑 ,树木岭,68.8,7789,2室2厅,88.34,南,其他,低楼层(共17层),2004年,板塔结合,https://cs.lianjia.com/ershoufang/104113451365.html
省个税 居家装修  拎包入住 环境好 临红星 唯一住房,碧桂园南城首府 ,万家丽南路,72,7823,2室2厅,92.04,南,精装,高楼层(共33层),2016年,板塔结合,https://cs.lianjia.com/ershoufang/104112258778.html
保利城四期 清水毛坯房 横厅设计 户型周正 视野开阔,中航城 ,万家丽南路,140,10026,4室2厅,139.65,南 北,其他,高楼层(共28层) ,,暂无数据,https://cs.lianjia.com/ershoufang/104112722402.html
万科魅力之城 3室2厅 南,万科魅力之城 ,武广新城,135,13396,3室2厅,100.78,南,精装,48层 ,,板塔结合,https://cs.lianjia.com/ershoufang/104112877983.html
合能枫丹丽舍三房两卫 户型周正,合能枫丹丽舍 ,万家丽南路,105,10486,3室2厅,100.14,南,简装,中楼层(共34层),2018年,板塔结合,https://cs.lianjia.com/ershoufang/104112870256.html
地铁口40年产权次新小区现房毛坯,中海珑悦府 ,德思勤,28.8,8007,1室1厅,35.97,南,其他,高楼层(共22层) ,,板塔结合,https://cs.lianjia.com/ershoufang/104113204341.html
清溪川九号一期好房出售，中间楼层，视野采光好,清溪川九号 ,喜盈门,260,18217,4室2厅,142.73,南,精装,中楼层(共33层),2015年,板塔结合,https://cs.lianjia.com/ershoufang/104112989356.html
武广板块  小八方明昇壹城   品质园林小区  适合居家,明昇壹城 ,武广新城,220,17568,3室2厅,125.23,南 北,其他,低楼层(共18层),2017年,板楼,https://cs.lianjia.com/ershoufang/104109677778.html
业主50多万精装，全屋地暖，小孩读书方便，诚心出售,江河东澜湾 ,武广新城,192,13555,4室2厅,141.65,南,精装,低楼层(共31层),2015年,板塔结合,https://cs.lianjia.com/ershoufang/104111634138.html
次新小区，楼层好无遮挡，诚心出售。,五矿万境水岸五期 ,喜盈门,112,12764,2室2厅,87.75,南,简装,中楼层(共24层) ,,板塔结合,https://cs.lianjia.com/ershoufang/104112870261.html
户型周正四房，采光好，视野好。,化油器厂宿舍 ,东塘,148,9093,4室2厅,162.77,南 北,简装,中楼层(共7层) ,,暂无数据,https://cs.lianjia.com/ershoufang/104110605130.html
自住婚房装修 南北大四房带入户花园 万科物业环境优美,华银园 ,雨花亭,135,8662,4室1厅,155.86,南,精装,低楼层(共17层),2007年,板塔结合,https://cs.lianjia.com/ershoufang/104107448592.html
万科魅力之城武广高铁新城环境优美配套齐全,万科魅力之城 ,武广新城,128,12842,3室1厅,99.68,南 西南,其他,34层,2014年,塔楼,https://cs.lianjia.com/ershoufang/104113405271.html
德思勤商圈，全人车分流，优质的次新小区,卓越蔚蓝城邦 ,德思勤,85,9876,3室2厅,86.07,南,毛坯,中楼层(共25层),2018年,塔楼,https://cs.lianjia.com/ershoufang/104110294700.html
汽车南站  天虹商场  七号线地铁口  精装两房诚心出售,佳天名苑 ,德思勤,68,8903,2室2厅,76.38,南,其他,低楼层(共18层),2012年,板塔结合,https://cs.lianjia.com/ershoufang/104113184076.html
诚心出售，次新房 别墅区临湖  环境优美,长房平和墅观山月 ,万家丽南路,210,11102,5室2厅,189.16,南 北,其他,低楼层(共32层) ,,板塔结合,https://cs.lianjia.com/ershoufang/104112959563.html
南北通透、毛坯随时看房！正朝南户型通透视野好..,碧桂园南城首府 ,万家丽南路,265,9996,5室2厅,265.13,南 北,毛坯,31层,2018年,板塔结合,https://cs.lianjia.com/ershoufang/104109558961.html
地铁口 纯毛坯 配套设施完善 采光好,金轮星光名座 ,武广新城,86,9368,3室2厅,91.81,南,毛坯,高楼层(共27层),2016年,板塔结合,https://cs.lianjia.com/ershoufang/104110256545.html
总价低3房，南北通透，楼层好 住家实在,湖南省冶金材料研究所 ,树木岭,65,9048,3室1厅,71.84,南 北,其他,中楼层(共4层) ,,板楼,https://cs.lianjia.com/ershoufang/104110335039.html
万科阔绰四房，阳光充足，推窗见绿，价格实惠,万科金域华府 ,武广新城,154.8,12228,4室2厅,126.6,南 北,精装,低楼层(共34层),2013年,板塔结合,https://cs.lianjia.com/ershoufang/104112161200.html
万科悦府旁，黎托强戒所单位房，环境优美，管理严格,人和苑  ,武广新城,178,10091,4室2厅,176.4,南 北,其他,高楼层(共11层) ,,暂无数据,https://cs.lianjia.com/ershoufang/104111369864.html
武广新城，万科三期墅区高层，视野无遮挡，安静宜居,万科金域华府 ,武广新城,126,13714,3室1厅,91.88,南,其他,高楼层(共34层),2013年,板塔结合,https://cs.lianjia.com/ershoufang/104111990382.html
雨花区政府旁，中天大五房，次新小区，带一个地下车位,中天星耀城 ,武广新城,255,14684,5室2厅,173.66,南 北,其他,高楼层(共33层) ,,板塔结合,https://cs.lianjia.com/ershoufang/104112920784.html
武广新城正地铁口沙湾公园旁精装大三房,恒大绿洲 ,武广新城,155.8,12433,3室2厅,125.32,东南,精装,低楼层(共32层) ,,板塔结合,https://cs.lianjia.com/ershoufang/104113340160.html
精装修大2室，楼层，采光可以，房东诚心出售,信和苑四区 ,韶山南路,56,7383,2室1厅,75.85,南,精装,中楼层(共7层) ,,板楼,https://cs.lianjia.com/ershoufang/104110525952.html
河边栋2+1，实用，总价低，砂子塘 +雅礼,五矿万境水岸一期 ,喜盈门,110,12283,2室1厅,89.56,南,精装,中楼层(共34层),2013年,板塔结合,https://cs.lianjia.com/ershoufang/104113074422.html
40年产权 视野开阔 采光好一整层,水岸天际 ,喜盈门,29,5794,1室0厅,50.06,南,其他,中楼层(共26层) ,,板塔结合,https://cs.lianjia.com/ershoufang/104113172760.html
金科世界城 周正三房 视野好 诚意出售,金科世界城 ,雷锋大道,75,7692,3室2厅,97.51,南 北,简装,高楼层(共33层),2016年,板塔结合,https://cs.lianjia.com/ershoufang/104112199345.html
金茂湾3期 精装大三房 入住仅半年 价格可谈,金茂湾3期 ,梅溪湖南岸,190,15130,3室2厅,125.58,南,精装,高楼层(共42层) ,,板楼,https://cs.lianjia.com/ershoufang/104112267202.html
梅溪湖 近地铁 次新小区 精装三房 好房必卖,时代梅溪领峰 ,东方红,198,16648,3室2厅,118.94,南,其他,低楼层(共47层) ,,板塔结合,https://cs.lianjia.com/ershoufang/104112472724.html
青秀三期 近地铁口 精装三房 产证在手 拎包入住,中国铁建梅溪青秀三期 ,梅溪湖北岸,195,20135,3室1厅,96.85,南,精装,低楼层(共33层) ,,板塔结合,https://cs.lianjia.com/ershoufang/104112566516.html
双拼别墅，业主做了改动，带70平花园，带两个车位,卓越麓山别墅 ,含浦,500,20159,5室2厅,248.03,南,毛坯,3层 ,,暂无数据,https://cs.lianjia.com/ershoufang/104112531153.html
八方小区139平三房，带一个车位，看房方便,八方小区B区 ,市政府,495,35712,3室2厅,138.61,南,精装,中楼层(共33层) ,,板楼,https://cs.lianjia.com/ershoufang/104112979692.html
西雅梅溪湖校区旁，视野开阔，采光充足，地铁口近,南山梅溪一方 ,东方红,310,16826,4室2厅,184.24,南 北,精装,43层 ,,板塔结合,https://cs.lianjia.com/ershoufang/104112365914.html
长郡旁，近地铁，次新小区，精装修，璞丽三房,合能璞丽 ,梅溪湖北岸,142,15176,3室2厅,93.57,南,精装,中楼层(共34层),2018年,板塔结合,https://cs.lianjia.com/ershoufang/104113385722.html
7栋安静小区，复试两层4房，诚心出售，三面采光视野好,梅溪正荣府 ,梅溪湖南岸,195,14943,4室2厅,130.5,南,毛坯,高楼层(共34层) ,,暂无数据,https://cs.lianjia.com/ershoufang/104112498227.html
次新小区，户型周正，清水毛坯，满五唯一！,邦盛水岸御园 ,含浦,112.5,8922,4室2厅,126.1,南,毛坯,中楼层(共33层),2017年,板楼,https://cs.lianjia.com/ershoufang/104111834027.html
梅溪湖 近地铁 金茂湾二期 高层阳光大4房 业主急售,梅溪湖金茂湾二期 ,梅溪湖南岸,255.8,17775,4室2厅,143.91,南,毛坯,高楼层(共33层) ,,板塔结合,https://cs.lianjia.com/ershoufang/104110684734.html
地铁口，精装小户型，楼层好，装修好，证在手,龙湖湘江星座 ,东方红,36,10228,1室1厅,35.2,南,其他,低楼层(共31层) ,,暂无数据,https://cs.lianjia.com/ershoufang/104110929163.html
梅溪湖壹号三期，双阳台，三房看湖，诚心出售,梅溪湖壹号三期 ,梅溪湖南岸,253,20089,3室2厅,125.94,南 北,其他,高楼层(共26层),2016年,板塔结合,https://cs.lianjia.com/ershoufang/104111319021.html
8层小洋房 产证在手 9.9成新精装带品牌家私家电 ！,碧桂园荟隽棠 ,望城区,166,11922,4室2厅,139.24,南,精装,高楼层(共8层) ,,板楼,https://cs.lianjia.com/ershoufang/104111747101.html
高得房率，毛坯可塑性强，诚心出售,合能璞丽 ,梅溪湖北岸,180.8,15272,4室2厅,118.39,东南,毛坯,高楼层(共34层),2018年,板塔结合,https://cs.lianjia.com/ershoufang/104110284122.html
业主诚心出售 精装三房两卫 地铁口 产证在手,中国铁建梅溪青秀二期 ,梅溪湖北岸,170,17279,3室2厅,98.39,东南,精装,高楼层(共31层) ,,板塔结合,https://cs.lianjia.com/ershoufang/104112444693.html
湖景房 地铁侧 览秀城 金茂双子塔 中建梅溪湖中心,中建梅溪湖中心 ,梅溪湖北岸,270,19564,4室2厅,138.01,南,其他,低楼层(共33层) ,,板塔结合,https://cs.lianjia.com/ershoufang/104112877433.html
市府西  次新小区   金辉优步花园   三房两卫出售,金辉优步花园 ,雷锋大道,126,10571,3室2厅,119.2,南,精装,低楼层(共26层) ,,板楼,https://cs.lianjia.com/ershoufang/104112838727.html
滨江集中供暖小区+地铁4号线地铁口+配套完善,当代滨江MOMA ,滨江新城,155,13342,3室2厅,116.18,南 北,简装,高楼层(共32层) ,,板塔结合,https://cs.lianjia.com/ershoufang/104112924783.html
看江看湖小区楼皇栋中上楼通透户型自住精装,当代滨江MOMA ,滨江新城,186,15910,3室2厅,116.91,南,精装,高楼层(共32层) ,,板塔结合,https://cs.lianjia.com/ershoufang/104110086198.html
湘雅三，地铁口，精装修，双公园门口，,西山汇景 ,桐梓坡,172,15173,3室2厅,113.36,南,其他,低楼层(共18层),2013年,板塔结合,https://cs.lianjia.com/ershoufang/104111688323.html
业主诚心出售 地铁口 总价低 随时看房,鑫苑名家 ,东方红,25,6794,1室0厅,36.8,南,精装,低楼层(共24层),2016年,板塔结合,https://cs.lianjia.com/ershoufang/104113205044.html
洋湖芯 物业好品质 清水毛坯 满五唯一 有家具 诚心卖,融创融公馆 ,含浦,133,12340,3室2厅,107.78,南,毛坯,高楼层(共33层) ,,暂无数据,https://cs.lianjia.com/ershoufang/104113571412.html
南山十里好山好水好生态豪房豪墅豪家园全新毛坯四房,南山十里天池 ,含浦,130,9429,4室2厅,137.88,南,毛坯,低楼层(共12层) ,,暂无数据,https://cs.lianjia.com/ershoufang/104111809284.html
协信星澜汇 清水毛坯 密码钥匙随时可以看房,协信星澜汇 ,观沙岭,135,14971,3室2厅,90.18,南,其他,高楼层(共32层) ,,板楼,https://cs.lianjia.com/ershoufang/104111858506.html
滨江金融区 南向视野开阔看施家港 临4号线,万科里金域滨江 ,滨江新城,190,20319,3室2厅,93.51,南,精装,中楼层(共34层),2015年,塔楼,https://cs.lianjia.com/ershoufang/104108619530.html
满五唯一，产证在手，中间楼层，价格可谈。,锑都家园 ,含浦,82.8,6257,3室2厅,132.34,南 北,其他,中楼层(共34层),2006年,板楼,https://cs.lianjia.com/ershoufang/104110386562.html
临湖边 靠桃花岭公园 自住精装修 诚心出售 看房密码,卓越浅水湾 ,梅溪湖南岸,239,18522,4室2厅,129.04,南,精装,中楼层(共44层),2017年,板楼,https://cs.lianjia.com/ershoufang/104113204382.html
麓谷次新小区，户型通透，当毛坯卖，看房方便。,凯特梅溪紫郡 ,枫林三路,128,10696,4室2厅,119.68,南,简装,中楼层(共34层),2013年,板塔结合,https://cs.lianjia.com/ershoufang/104112656801.html
此房南北双阳台  户型周正 业主自住精装 诚心卖,山水英伦庄园 ,雷锋镇,119,6724,5室2厅,176.99,南,其他,高楼层(共6层),2005年,板塔结合,https://cs.lianjia.com/ershoufang/104112104742.html
一楼带花园 采光好 环境优美 安静舒适 居家装修,山语城一期 ,金霞,58,7494,2室2厅,77.4,东南 南,精装,低楼层(共18层),2013年,板塔结合,https://cs.lianjia.com/ershoufang/104112134264.html
湖南广电 两梯两户 纯板楼 月湖公园 清水毛坯,归心·苑 ,广电,190,11653,4室2厅,163.05,南,毛坯,中楼层(共28层) ,,塔楼,https://cs.lianjia.com/ershoufang/104108313348.html
湘雅附一 湘江边 电梯房 诚心出售 看房方便,九家湾华侨公寓 ,伍家岭,106,9622,3室2厅,110.17,南,其他,中楼层(共9层) ,,板楼,https://cs.lianjia.com/ershoufang/104110183467.html
业主自住 精装四房 可看浏阳河,庄园心伽泊 ,福元西路,118,9821,3室2厅,120.16,南 北,精装,高楼层(共31层) ,,板塔结合,https://cs.lianjia.com/ershoufang/104110943519.html
世纪城南苑  精装大两房 全南户型,世纪城悦江苑 ,湘江世纪城,107,12084,2室2厅,88.55,东南,简装,低楼层(共25层),2010年,塔楼,https://cs.lianjia.com/ershoufang/104112569197.html
楼层好，视野开阔，采光充足，配套设施齐全，交通便利,世纪城咏江苑 ,湘江世纪城,117,12743,2室2厅,91.82,南 北,其他,高楼层(共23层),2009年,塔楼,https://cs.lianjia.com/ershoufang/104110224836.html
全新未住过 湖景房 双地铁口 通透有杂屋近地库已封窗,恒大雅苑 ,广电,196,11143,4室2厅,175.9,南,其他,高楼层(共32层) ,,板塔结合,https://cs.lianjia.com/ershoufang/104112693821.html
月湖公园，广电板块，房源位于小区中间位置，安静,藏珑湖上国际花园 ,广电,250,14052,4室2厅,177.92,南,其他,低楼层(共31层) ,,板楼,https://cs.lianjia.com/ershoufang/104107866287.html
广电 月湖公园 双地铁 双阳台 满五唯一,藏珑湖上国际花园 ,广电,256,14389,4室2厅,177.92,南,简装,低楼层(共31层) ,,板楼,https://cs.lianjia.com/ershoufang/104109545596.html
万科一期3 4楼复式洋房，得房率贼高，钥匙在手,万科城一期 ,福元西路,437,22565,4室2厅,193.67,南,毛坯,中楼层(共4层),2014年,板塔结合,https://cs.lianjia.com/ershoufang/104107179474.html
户型方正，小高层，小区低密度，业主精装修,金色比华利 ,月湖,95,7054,3室2厅,134.68,南 北,其他,低楼层(共16层) ,,塔楼,https://cs.lianjia.com/ershoufang/104109734348.html
户型周正，交通便捷，品质小区。,湘诚德峰小区A区 ,金霞,106,8549,3室2厅,124,南 北,其他,中楼层(共32层),2014年,板塔结合,https://cs.lianjia.com/ershoufang/104109831822.html
